x 0fx

1 0 
10 53 
100 1084 
1000 16637 
10000 224063 
100000 2823358 
1000000 34049017 
2000000 71588741 
3000000 110317573 
4000000 150118042 
5000000 190232484 
6000000 231017741 
7000000 272533086 
8000000 314027505 
9000000 355731695 
10000000 397624698 
11000000 439553154 
12000000 482519840 
13000000 525703354 
14000000 568874435 
15000000 612024855 
16000000 655149398 
17000000 698340045 
18000000 741818430 
19000000 785319354

