x_0fx
1 2.8699998892989242e-06
10 8.411099997829297e-05
100 0.0008716270001514204
1000 0.010720364000007976
10000 0.14553575899981297
100000 1.8339550890000282
1000000 38.50734242499993
2000000 104.9669251790001
3000000 167.99360898600003
4000000 228.86369010099975
5000000 281.1813551519999
6000000 341.16774150599986
7000000 400.1736759820001
8000000 458.2799219389999
9000000 534.9241950549999
10000000 550.7525621530003
11000000 579.643142162
12000000 585.307498917
13000000 586.4857254260005
14000000 584.6124848269992
15000000 592.8305144300011
16000000 593.4599430029994
17000000 590.5415998579992
18000000 602.4588622689989
19000000 612.112920055999
