x_0fx
1 0
10 34
100 672
1000 9976
10000 133616
100000 1668928
1000000 19951424
2000000 41902848
3000000 64805696
4000000 87805696
5000000 111611392
6000000 135611392
7000000 159611392
8000000 183611392
9000000 208222784
10000000 233222784
11000000 258222784
12000000 283222784
13000000 308222784
14000000 333222784
15000000 358222784
16000000 383222784
17000000 408445568
18000000 434445568
19000000 460445568}
